product_id,title,price,thumbnail
80,Huawei Matebook X Pro,1399.99,https://cdn.dummyjson.com/products/images/laptops/Huawei%20Matebook%20X%20Pro/thumbnail.png
28,Ice Cream,5.49,https://cdn.dummyjson.com/products/images/groceries/Ice%20Cream/thumbnail.png
172,Blue Women's Handbag,49.99,https://cdn.dummyjson.com/products/images/womens-bags/Blue%20Women's%20Handbag/thumbnail.png
112,TV Studio Camera Pedestal,499.99,https://cdn.dummyjson.com/products/images/mobile-accessories/TV%20Studio%20Camera%20Pedestal/thumbnail.png
97,Rolex Datejust,10999.99,https://cdn.dummyjson.com/products/images/mens-watches/Rolex%20Datejust/thumbnail.png
128,Realme C35,149.99,https://cdn.dummyjson.com/products/images/smartphones/Realme%20C35/thumbnail.png
167,300 Touring,28999.99,https://cdn.dummyjson.com/products/images/vehicle/300%20Touring/thumbnail.png
111,Selfie Stick Monopod,12.99,https://cdn.dummyjson.com/products/images/mobile-accessories/Selfie%20Stick%20Monopod/thumbnail.png
129,Realme X,299.99,https://cdn.dummyjson.com/products/images/smartphones/Realme%20X/thumbnail.png
117,Sportbike Motorcycle,7499.99,https://cdn.dummyjson.com/products/images/motorcycle/Sportbike%20Motorcycle/thumbnail.png
18,Cat Food,8.99,https://cdn.dummyjson.com/products/images/groceries/Cat%20Food/thumbnail.png
105,Apple MagSafe Battery Pack,99.99,https://cdn.dummyjson.com/products/images/mobile-accessories/Apple%20MagSafe%20Battery%20Pack/thumbnail.png
6,Calvin Klein CK One,49.99,https://cdn.dummyjson.com/products/images/fragrances/Calvin%20Klein%20CK%20One/thumbnail.png
178,Corset Leather With Skirt,89.99,https://cdn.dummyjson.com/products/images/womens-dresses/Corset%20Leather%20With%20Skirt/thumbnail.png
191,Rolex Cellini Moonphase,15999.99,https://cdn.dummyjson.com/products/images/womens-watches/Rolex%20Cellini%20Moonphase/thumbnail.png
47,Table Lamp,49.99,https://cdn.dummyjson.com/products/images/home-decoration/Table%20Lamp/thumbnail.png
134,Vivo S1,249.99,https://cdn.dummyjson.com/products/images/smartphones/Vivo%20S1/thumbnail.png
190,IWC Ingenieur Automatic Steel,4999.99,https://cdn.dummyjson.com/products/images/womens-watches/IWC%20Ingenieur%20Automatic%20Steel/thumbnail.png
94,Longines Master Collection,1499.99,https://cdn.dummyjson.com/products/images/mens-watches/Longines%20Master%20Collection/thumbnail.png
88,Nike Air Jordan 1 Red And Black,149.99,https://cdn.dummyjson.com/products/images/mens-shoes/Nike%20Air%20Jordan%201%20Red%20And%20Black/thumbnail.png
32,Milk,3.49,https://cdn.dummyjson.com/products/images/groceries/Milk/thumbnail.png
74,Spoon,4.99,https://cdn.dummyjson.com/products/images/kitchen-accessories/Spoon/thumbnail.png
145,Cricket Wicket,29.99,https://cdn.dummyjson.com/products/images/sports-accessories/Cricket%20Wicket/thumbnail.png
26,Green Chili Pepper,0.99,https://cdn.dummyjson.com/products/images/groceries/Green%20Chili%20Pepper/thumbnail.png
127,Oppo K1,299.99,https://cdn.dummyjson.com/products/images/smartphones/Oppo%20K1/thumbnail.png
63,Kitchen Sieve,7.99,https://cdn.dummyjson.com/products/images/kitchen-accessories/Kitchen%20Sieve/thumbnail.png
181,Marni Red & Black Suit,179.99,https://cdn.dummyjson.com/products/images/womens-dresses/Marni%20Red%20&%20Black%20Suit/thumbnail.png
85,Man Plaid Shirt,34.99,https://cdn.dummyjson.com/products/images/mens-shirts/Man%20Plaid%20Shirt/thumbnail.png
109,Monopod,19.99,https://cdn.dummyjson.com/products/images/mobile-accessories/Monopod/thumbnail.png
160,Samsung Galaxy Tab S8 Plus Grey,599.99,https://cdn.dummyjson.com/products/images/tablets/Samsung%20Galaxy%20Tab%20S8%20Plus%20Grey/thumbnail.png
163,Girl Summer Dress,19.99,https://cdn.dummyjson.com/products/images/tops/Girl%20Summer%20Dress/thumbnail.png
31,Lemon,0.79,https://cdn.dummyjson.com/products/images/groceries/Lemon/thumbnail.png
92,Sports Sneakers Off White Red,109.99,https://cdn.dummyjson.com/products/images/mens-shoes/Sports%20Sneakers%20Off%20White%20Red/thumbnail.png
54,Citrus Squeezer Yellow,8.99,https://cdn.dummyjson.com/products/images/kitchen-accessories/Citrus%20Squeezer%20Yellow/thumbnail.png
76,Wooden Rolling Pin,11.99,https://cdn.dummyjson.com/products/images/kitchen-accessories/Wooden%20Rolling%20Pin/thumbnail.png
44,Family Tree Photo Frame,29.99,https://cdn.dummyjson.com/products/images/home-decoration/Family%20Tree%20Photo%20Frame/thumbnail.png
67,Mug Tree Stand,15.99,https://cdn.dummyjson.com/products/images/kitchen-accessories/Mug%20Tree%20Stand/thumbnail.png
16,Apple,1.99,https://cdn.dummyjson.com/products/images/groceries/Apple/thumbnail.png
11,Annibale Colombo Bed,1899.99,https://cdn.dummyjson.com/products/images/furniture/Annibale%20Colombo%20Bed/thumbnail.png
133,Samsung Galaxy S10,699.99,https://cdn.dummyjson.com/products/images/smartphones/Samsung%20Galaxy%20S10/thumbnail.png
162,Blue Frock,29.99,https://cdn.dummyjson.com/products/images/tops/Blue%20Frock/thumbnail.png
30,Kiwi,2.49,https://cdn.dummyjson.com/products/images/groceries/Kiwi/thumbnail.png
19,Chicken Meat,9.99,https://cdn.dummyjson.com/products/images/groceries/Chicken%20Meat/thumbnail.png
152,Tennis Racket,49.99,https://cdn.dummyjson.com/products/images/sports-accessories/Tennis%20Racket/thumbnail.png
35,Potatoes,2.29,https://cdn.dummyjson.com/products/images/groceries/Potatoes/thumbnail.png
1,Essence Mascara Lash Princess,9.99,https://cdn.dummyjson.com/products/images/beauty/Essence%20Mascara%20Lash%20Princess/thumbnail.png
60,Grater Black,10.99,https://cdn.dummyjson.com/products/images/kitchen-accessories/Grater%20Black/thumbnail.png
24,Fish Steak,14.99,https://cdn.dummyjson.com/products/images/groceries/Fish%20Steak/thumbnail.png
20,Cooking Oil,4.99,https://cdn.dummyjson.com/products/images/groceries/Cooking%20Oil/thumbnail.png
154,Black Sun Glasses,29.99,https://cdn.dummyjson.com/products/images/sunglasses/Black%20Sun%20Glasses/thumbnail.png
5,Red Nail Polish,8.99,https://cdn.dummyjson.com/products/images/beauty/Red%20Nail%20Polish/thumbnail.png
153,Volleyball,11.99,https://cdn.dummyjson.com/products/images/sports-accessories/Volleyball/thumbnail.png
34,Nescafe Coffee,7.99,https://cdn.dummyjson.com/products/images/groceries/Nescafe%20Coffee/thumbnail.png
130,Realme XT,349.99,https://cdn.dummyjson.com/products/images/smartphones/Realme%20XT/thumbnail.png
107,Beats Flex Wireless Earphones,49.99,https://cdn.dummyjson.com/products/images/mobile-accessories/Beats%20Flex%20Wireless%20Earphones/thumbnail.png
193,Watch Gold for Women,799.99,https://cdn.dummyjson.com/products/images/womens-watches/Watch%20Gold%20for%20Women/thumbnail.png
90,Puma Future Rider Trainers,89.99,https://cdn.dummyjson.com/products/images/mens-shoes/Puma%20Future%20Rider%20Trainers/thumbnail.png
118,Attitude Super Leaves Hand Soap,8.99,https://cdn.dummyjson.com/products/images/skin-care/Attitude%20Super%20Leaves%20Hand%20Soap/thumbnail.png
166,Tartan Dress,39.99,https://cdn.dummyjson.com/products/images/tops/Tartan%20Dress/thumbnail.png
77,Yellow Peeler,5.99,https://cdn.dummyjson.com/products/images/kitchen-accessories/Yellow%20Peeler/thumbnail.png
91,Sports Sneakers Off White & Red,119.99,https://cdn.dummyjson.com/products/images/mens-shoes/Sports%20Sneakers%20Off%20White%20&%20Red/thumbnail.png
73,Spice Rack,19.99,https://cdn.dummyjson.com/products/images/kitchen-accessories/Spice%20Rack/thumbnail.png
2,Eyeshadow Palette with Mirror,19.99,https://cdn.dummyjson.com/products/images/beauty/Eyeshadow%20Palette%20with%20Mirror/thumbnail.png
69,Plate,3.99,https://cdn.dummyjson.com/products/images/kitchen-accessories/Plate/thumbnail.png
155,Classic Sun Glasses,24.99,https://cdn.dummyjson.com/products/images/sunglasses/Classic%20Sun%20Glasses/thumbnail.png
82,New DELL XPS 13 9300 Laptop,1499.99,https://cdn.dummyjson.com/products/images/laptops/New%20DELL%20XPS%2013%209300%20Laptop/thumbnail.png
41,Tissue Paper Box,2.49,https://cdn.dummyjson.com/products/images/groceries/Tissue%20Paper%20Box/thumbnail.png
37,Red Onions,1.99,https://cdn.dummyjson.com/products/images/groceries/Red%20Onions/thumbnail.png
174,Prada Women Bag,599.99,https://cdn.dummyjson.com/products/images/womens-bags/Prada%20Women%20Bag/thumbnail.png
4,Red Lipstick,12.99,https://cdn.dummyjson.com/products/images/beauty/Red%20Lipstick/thumbnail.png
126,Oppo F19 Pro+,399.99,https://cdn.dummyjson.com/products/images/smartphones/Oppo%20F19%20Pro+/thumbnail.png
33,Mulberry,4.99,https://cdn.dummyjson.com/products/images/groceries/Mulberry/thumbnail.png
83,Blue & Black Check Shirt,29.99,https://cdn.dummyjson.com/products/images/mens-shirts/Blue%20&%20Black%20Check%20Shirt/thumbnail.png
141,Basketball Rim,39.99,https://cdn.dummyjson.com/products/images/sports-accessories/Basketball%20Rim/thumbnail.png
25,Green Bell Pepper,1.29,https://cdn.dummyjson.com/products/images/groceries/Green%20Bell%20Pepper/thumbnail.png
121,iPhone 5s,199.99,https://cdn.dummyjson.com/products/images/smartphones/iPhone%205s/thumbnail.png
171,Pacifica Touring,31999.99,https://cdn.dummyjson.com/products/images/vehicle/Pacifica%20Touring/thumbnail.png
46,Plant Pot,14.99,https://cdn.dummyjson.com/products/images/home-decoration/Plant%20Pot/thumbnail.png
